R_code,Transportation expense,Office Distance,Age,Body mass index,Absnt_hr_estimate
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,291.0,31.0,40.0,25.0,2-4 hrs
28.0,291.0,31.0,40.0,25.0,2-4 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,118.0,13.0,50.0,31.0,0-2 hrs
28.0,291.0,31.0,40.0,25.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,118.0,13.0,50.0,31.0,0-2 hrs
28.0,291.0,31.0,40.0,25.0,2-4 hrs
28.0,118.0,13.0,50.0,31.0,0-2 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,118.0,13.0,50.0,31.0,0-2 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,157.0,27.0,29.0,22.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,118.0,10.0,37.0,28.0,0-2 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,246.0,25.0,41.0,23.0,0-2 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,4-8 hrs
28.0,246.0,25.0,41.0,23.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,2-4 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,4-8 hrs
28.0,300.0,26.0,43.0,25.0,4-8 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,2-4 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,118.0,10.0,37.0,28.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,2-4 hrs
28.0,118.0,10.0,37.0,28.0,0-2 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,246.0,25.0,41.0,23.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,246.0,25.0,41.0,23.0,0-2 hrs
28.0,118.0,10.0,37.0,28.0,4-8 hrs
28.0,246.0,25.0,41.0,23.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,246.0,25.0,41.0,23.0,0-2 hrs
28.0,291.0,31.0,40.0,25.0,0-2 hrs
28.0,246.0,25.0,41.0,23.0,2-4 hrs
28.0,118.0,10.0,37.0,28.0,2-4 hrs
28.0,291.0,31.0,40.0,25.0,2-4 hrs
28.0,246.0,25.0,41.0,23.0,0-2 hrs
28.0,118.0,10.0,37.0,28.0,4-8 hrs
28.0,291.0,31.0,40.0,25.0,0-2 hrs
28.0,260.0,50.0,36.0,23.0,2-4 hrs
28.0,246.0,25.0,41.0,23.0,0-2 hrs
28.0,246.0,25.0,41.0,23.0,0-2 hrs
28.0,118.0,10.0,37.0,28.0,2-4 hrs
28.0,291.0,31.0,40.0,25.0,0-2 hrs
28.0,291.0,31.0,40.0,25.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,2-4 hrs
28.0,118.0,10.0,37.0,28.0,2-4 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,291.0,31.0,40.0,25.0,0-2 hrs
28.0,179.0,51.0,38.0,31.0,0-2 hrs
28.0,361.0,52.0,28.0,27.0,0-2 hrs
28.0,291.0,31.0,40.0,25.0,0-2 hrs
28.0,225.0,26.0,28.0,24.0,2-4 hrs
28.0,225.0,15.0,41.0,28.0,0-2 hrs
28.0,155.0,12.0,34.0,25.0,2-4 hrs
28.0,235.0,16.0,32.0,25.0,0-2 hrs
28.0,291.0,31.0,40.0,25.0,0-2 hrs
28.0,118.0,10.0,37.0,28.0,0-2 hrs
28.0,291.0,31.0,40.0,25.0,0-2 hrs
28.0,291.0,31.0,40.0,25.0,0-2 hrs
28.0,118.0,10.0,37.0,28.0,2-4 hrs
18.0,289.0,36.0,33.0,30.0,4-8 hrs
18.0,289.0,36.0,33.0,30.0,4-8 hrs
18.0,179.0,51.0,38.0,31.0,4-8 hrs
18.0,235.0,29.0,48.0,33.0,4-8 hrs
18.0,235.0,29.0,48.0,33.0,4-8 hrs
18.0,225.0,26.0,28.0,24.0,2-4 hrs
18.0,155.0,12.0,34.0,25.0,4-8 hrs
18.0,179.0,26.0,30.0,19.0,4-8 hrs
18.0,289.0,36.0,33.0,30.0,4-8 hrs
18.0,330.0,16.0,28.0,25.0,4-8 hrs
18.0,179.0,51.0,38.0,31.0,4-8 hrs
18.0,179.0,26.0,30.0,19.0,4-8 hrs
18.0,228.0,14.0,58.0,22.0,4-8 hrs
18.0,235.0,11.0,37.0,29.0,0-2 hrs
18.0,118.0,10.0,37.0,28.0,4-8 hrs
18.0,228.0,14.0,58.0,22.0,4-8 hrs
18.0,179.0,22.0,40.0,22.0,0-2 hrs
18.0,233.0,51.0,31.0,21.0,4-8 hrs
18.0,155.0,12.0,34.0,25.0,Greater than 24 hrs
18.0,179.0,22.0,40.0,22.0,2-4 hrs
18.0,155.0,12.0,34.0,25.0,4-8 hrs
25.0,361.0,52.0,28.0,27.0,4-8 hrs
25.0,225.0,26.0,28.0,24.0,2-4 hrs
25.0,155.0,12.0,34.0,25.0,0-2 hrs
25.0,157.0,27.0,29.0,22.0,2-4 hrs
25.0,248.0,25.0,47.0,32.0,0-2 hrs
25.0,235.0,11.0,37.0,29.0,0-2 hrs
25.0,118.0,10.0,37.0,28.0,4-8 hrs
25.0,235.0,11.0,37.0,29.0,0-2 hrs
25.0,225.0,26.0,28.0,24.0,2-4 hrs
25.0,179.0,26.0,30.0,19.0,0-2 hrs
25.0,225.0,26.0,28.0,24.0,2-4 hrs
25.0,330.0,16.0,28.0,25.0,4-8 hrs
25.0,179.0,51.0,38.0,31.0,2-4 hrs
25.0,179.0,22.0,40.0,22.0,0-2 hrs
25.0,179.0,51.0,38.0,31.0,2-4 hrs
25.0,179.0,22.0,40.0,22.0,4-8 hrs
25.0,179.0,22.0,40.0,22.0,0-2 hrs
25.0,179.0,22.0,40.0,22.0,0-2 hrs
25.0,179.0,22.0,40.0,22.0,0-2 hrs
25.0,225.0,26.0,28.0,24.0,2-4 hrs
25.0,155.0,12.0,34.0,25.0,4-8 hrs
25.0,235.0,16.0,32.0,25.0,2-4 hrs
25.0,225.0,26.0,28.0,24.0,0-2 hrs
25.0,235.0,16.0,32.0,25.0,0-2 hrs
25.0,228.0,14.0,58.0,22.0,2-4 hrs
25.0,248.0,25.0,47.0,32.0,2-4 hrs
25.0,225.0,26.0,28.0,24.0,0-2 hrs
25.0,235.0,16.0,32.0,25.0,2-4 hrs
25.0,228.0,14.0,58.0,22.0,0-2 hrs
25.0,179.0,22.0,40.0,22.0,4-8 hrs
25.0,118.0,10.0,37.0,28.0,2-4 hrs
24.0,289.0,36.0,33.0,30.0,4-8 hrs
24.0,289.0,36.0,33.0,30.0,4-8 hrs
24.0,289.0,36.0,33.0,30.0,4-8 hrs
6.0,155.0,12.0,34.0,25.0,4-8 hrs
6.0,289.0,36.0,33.0,30.0,4-8 hrs
6.0,184.0,42.0,27.0,21.0,4-8 hrs
6.0,179.0,51.0,38.0,31.0,4-8 hrs
6.0,235.0,16.0,32.0,25.0,4-8 hrs
6.0,225.0,26.0,28.0,24.0,2-4 hrs
6.0,228.0,14.0,58.0,22.0,4-8 hrs
6.0,228.0,14.0,58.0,22.0,Greater than 24 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,225.0,26.0,28.0,24.0,0-2 hrs
27.0,225.0,26.0,28.0,24.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,225.0,26.0,28.0,24.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,118.0,10.0,37.0,28.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,225.0,26.0,28.0,24.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,26.0,30.0,19.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,0-2 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,51.0,38.0,31.0,2-4 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
27.0,179.0,26.0,30.0,19.0,2-4 hrs
27.0,179.0,26.0,30.0,19.0,0-2 hrs
17.0,179.0,22.0,40.0,22.0,4-8 hrs
8.0,179.0,22.0,40.0,22.0,4-8 hrs
8.0,361.0,52.0,28.0,27.0,4-8 hrs
8.0,179.0,22.0,40.0,22.0,2-4 hrs
8.0,118.0,10.0,37.0,28.0,4-8 hrs
8.0,118.0,10.0,37.0,28.0,2-4 hrs
8.0,118.0,10.0,37.0,28.0,0-2 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,51.0,38.0,31.0,0-2 hrs
12.0,291.0,31.0,40.0,25.0,2-4 hrs
12.0,225.0,26.0,28.0,24.0,2-4 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,233.0,51.0,31.0,21.0,2-4 hrs
12.0,228.0,14.0,58.0,22.0,Greater than 24 hrs
5.0,118.0,10.0,37.0,28.0,4-8 hrs
5.0,179.0,51.0,38.0,31.0,4-8 hrs
5.0,118.0,13.0,50.0,31.0,2-4 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,Greater than 24 hrs
9.0,225.0,26.0,28.0,24.0,Greater than 24 hrs
9.0,118.0,10.0,37.0,28.0,4-8 hrs
15.0,260.0,50.0,36.0,23.0,4-8 hrs
15.0,300.0,26.0,43.0,25.0,4-8 hrs
4.0,246.0,25.0,41.0,23.0,4-8 hrs
4.0,289.0,48.0,49.0,36.0,0-2 hrs
3.0,291.0,31.0,40.0,25.0,4-8 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
16.0,179.0,22.0,40.0,22.0,0-2 hrs
16.0,235.0,16.0,32.0,25.0,2-4 hrs
16.0,179.0,22.0,40.0,22.0,0-2 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
